"DIN","status","name","description","atc_number(s)","atc(s)"
"02241286","approved","BRONCHOPHAN ONGUENT VAPORISANT","BRONCHOPHAN ONGUENT VAPORISANT (MENTHOL 2.6%, EUCALYPTUS OIL 1.2%, CAMPHOR 4.73%)","R05X;R05X;R05X","OTHER COLD PREPARATIONS;OTHER COLD PREPARATIONS;OTHER COLD PREPARATIONS"
"02241551","marketed","CUROSURF","CUROSURF (PORACTANT ALFA 80MG)","R07AA02","NATURAL PHOSPHOLIPIDS"
"02241604","approved","DOM-IPRATROPIUM 125 MCG/ML","DOM-IPRATROPIUM 125 MCG/ML (IPRATROPIUM BROMIDE 125MCG)","R03BB01","IPRATROPIUM BROMIDE"
"02241605","approved","DOM-IPRATROPIUM 250 MCG/ML (20 ML)","DOM-IPRATROPIUM 250 MCG/ML (20 ML) (IPRATROPIUM BROMIDE 250MCG)","R03BB01","IPRATROPIUM BROMIDE"
"02241606","approved","DOM-IPRATROPIUM 250 MCG/ML (1 ML)","DOM-IPRATROPIUM 250 MCG/ML (1 ML) (IPRATROPIUM BROMIDE 250MCG)","R03BB01","IPRATROPIUM BROMIDE"
"02241607","approved","DOM-IPRATROPIUM 250 MCG/ML (2 ML)","DOM-IPRATROPIUM 250 MCG/ML (2 ML) (IPRATROPIUM BROMIDE 250MCG)","R03BB01","IPRATROPIUM BROMIDE"
"02241661","approved","CAMERHOIGN","CAMERHOIGN (TROLAMINE SALICYLATE 15%)","M02AC","PREPARATIONS WITH SALICYLIC ACID DERIVATIVES"
"02241662","approved","ASPIRIN MIGRAINE","ASPIRIN MIGRAINE (ACETYLSALICYLIC ACID 500MG)","N02BA01","ACETYLSALICYLIC ACID"
"02241758","approved","BENYLIN DM LIQUID CENTRE LOZENGES EXTRA STRENGTH","BENYLIN DM LIQUID CENTRE LOZENGES EXTRA STRENGTH (DEXTROMETHORPHAN HYDROBROMIDE 15MG)","R05DA09","DEXTROMETHORPHAN"
"02241791","approved","DOM-BENZTROPINE","DOM-BENZTROPINE (BENZTROPINE MESYLATE 2MG)","N04AC01","BENZATROPINE"
"02241815","approved","PMS-TERBINAFINE CREAM","PMS-TERBINAFINE CREAM (TERBINAFINE HYDROCHLORIDE 1%)","D01AE15","TERBINAFINE"
"02241816","approved","PMS-TERBINAFINE SPRAY","PMS-TERBINAFINE SPRAY (TERBINAFINE HYDROCHLORIDE 1%)","D01AE15","TERBINAFINE"
"02241826","approved","AMOXICILLIN CAPSULES 250 MG","AMOXICILLIN CAPSULES 250 MG (AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 250MG)","J01CA04","AMOXICILLIN"
"02241827","approved","AMOXICILLIN CAPSULES 500 MG","AMOXICILLIN CAPSULES 500 MG (AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 500MG)","J01CA04","AMOXICILLIN"
"02242027","approved","SUPER EXTRA STRENGTH ASPIRIN BACKACHE","SUPER EXTRA STRENGTH ASPIRIN BACKACHE (ACETYLSALICYLIC ACID 650MG, ACETYLSALICYLIC ACID 650MG, METHOCARBAMOL 400MG, METHOCARBAMOL 400MG)","M03BA53;M03BA53;M03B","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS;METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS;METHOCARBAMOL, COMBINATION"
"02242028","approved","ASPIRIN BACKACHE","ASPIRIN BACKACHE (ACETYLSALICYLIC ACID 325MG, ACETYLSALICYLIC ACID 325MG, METHOCARBAMOL 400MG, METHOCARBAMOL 400MG)","M03BA53;M03BA53;M03B","METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS;METHOCARBAMOL, COMBINATIONS EXCL PSYCHOLEPTICS;METHOCARBAMOL, COMBINATION"
"02242246","approved","SAFE 4 HOURS ANTI-MICROBIAL SPRAY SKIN PROTECTOR","SAFE 4 HOURS ANTI-MICROBIAL SPRAY SKIN PROTECTOR (TRICLOSAN 1%)","D08AE04","TRICLOSAN"
"02242461","approved","LOSEC MUPS","LOSEC MUPS (OMEPRAZOLE (OMEPRAZOLE MAGNESIUM) 10MG)","A02BC01","OMEPRAZOLE"
"02242462","marketed","LOSEC MUPS","LOSEC MUPS (OMEPRAZOLE (OMEPRAZOLE MAGNESIUM) 20MG)","A02BC01","OMEPRAZOLE"
"02242665","approved","ALLERGENIC EXTRACT - STANDARDIZED GRASS POLLEN - KENTUCKY BLUE/JUNE","ALLERGENIC EXTRACT - STANDARDIZED GRASS POLLEN - KENTUCKY BLUE/JUNE (STANDARDIZED KENTUCKY BLUE/JUNE GRASS POLLEN 10000UNIT)","V01AA02","GRASS POLLEN"
"02242669","approved","ALLERGENIC EXTRACT - STANDARDIZED GRASS POLLEN - SWEET VERNAL","ALLERGENIC EXTRACT - STANDARDIZED GRASS POLLEN - SWEET VERNAL (STANDARDIZED SWEET VERNAL GRASS POLLEN 10000UNIT)","V01AA02","GRASS POLLEN"
"02242671","approved","ALLERGENIC EXTRACT - STANDARDIZED GRASS POLLEN - RED TOP","ALLERGENIC EXTRACT - STANDARDIZED GRASS POLLEN - RED TOP (STANDARDIZED REDTOP GRASS POLLEN 10000UNIT)","V01AA02","GRASS POLLEN"
"02242673","approved","ALLERGENIC EXTRACT - STANDARDIZED GRASS POLLEN - MEADOW FESCUE","ALLERGENIC EXTRACT - STANDARDIZED GRASS POLLEN - MEADOW FESCUE (STANDARDIZED MEADOW FESCUE GRASS POLLEN 10000UNIT)","V01AA02","GRASS POLLEN"
"02242675","approved","ALLERGENIC EXTRACT - STANDARDIZED GRASS POLLEN - ORCHARD","ALLERGENIC EXTRACT - STANDARDIZED GRASS POLLEN - ORCHARD (STANDARDIZED ORCHARD GRASS POLLEN 10000UNIT)","V01AA02","GRASS POLLEN"
"02242737","approved","PMS-FLUMETHASONE-CLIOQUINOL","PMS-FLUMETHASONE-CLIOQUINOL (FLUMETHASONE PIVALATE 0.02%, FLUMETHASONE PIVALATE 0.02%, CLIOQUINOL 1.0%, CLIOQUINOL 1.0%)","S02CA02;S02CA02;S02C","FLUMETASONE AND ANTIINFECTIVES;FLUMETASONE AND ANTIINFECTIVES;FLUMETASONE AND ANTIINFECTIVES;FLUMETASONE AND ANTIINFECTI"
"02242908","approved","APO-CARBAMAZEPINE CR","APO-CARBAMAZEPINE CR (CARBAMAZEPINE 200MG)","N03AF01","CARBAMAZEPINE"
"02242909","approved","APO-CARBAMAZEPINE CR","APO-CARBAMAZEPINE CR (CARBAMAZEPINE 400MG)","N03AF01","CARBAMAZEPINE"
"02243224","approved","AMOXICILLIN FOR ORAL SUSPENSION 125MG/5ML","AMOXICILLIN FOR ORAL SUSPENSION 125MG/5ML (AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 125MG)","J01CA04","AMOXICILLIN"
"02243225","approved","AMOXICILLIN FOR ORAL SUSPENSION 250MG/5ML","AMOXICILLIN FOR ORAL SUSPENSION 250MG/5ML (AMOXICILLIN (AMOXICILLIN TRIHYDRATE) 250MG)","J01CA04","AMOXICILLIN"
"02243375","approved","SUNSTOP 30 +","SUNSTOP 30 + (OXYBENZONE 3%, ZINC OXIDE 7%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02243583","approved","UHA AFTER WAX MOISTURIZING LOTION SPF 15","UHA AFTER WAX MOISTURIZING LOTION SPF 15 (SULISOBENZONE 3%, ENSULIZOLE 3%)","D02BA30;D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION"
"02243592","approved","SUNSTOP SPF 15+ FOR KIDS","SUNSTOP SPF 15+ FOR KIDS (OXYBENZONE 2.5%, AVOBENZONE 1%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02243672","approved","DERMAVEEN MOISTURIZING LOTION","DERMAVEEN MOISTURIZING LOTION (OATS 2%, PETROLATUM 4%)","D02AC;D02AC","SOFT PARAFFIN AND FAT PRODUCTS;SOFT PARAFFIN AND FAT PRODUCTS"
"02243673","approved","DERMAVEEN DRY SKIN CREAM","DERMAVEEN DRY SKIN CREAM (MINERAL OIL LIGHT 9%, OATS 2%)","D02AC;D02AC","SOFT PARAFFIN AND FAT PRODUCTS;SOFT PARAFFIN AND FAT PRODUCTS"
"02243732","approved","DERMAVIVE SHOWER AND BATH OIL","DERMAVIVE SHOWER AND BATH OIL (MINERAL OIL LIGHT 79.9%, OATS 5%)","D02AC;D02AC","SOFT PARAFFIN AND FAT PRODUCTS;SOFT PARAFFIN AND FAT PRODUCTS"
"02243833","approved","PMS-FLUOX CAPSULES 20MG","PMS-FLUOX CAPSULES 20MG (FLUOXETINE (FLUOXETINE HYDROCHLORIDE) 20MG)","N06AB03","FLUOXETINE"
"02244041","approved","ZINC STICK","ZINC STICK (OXYBENZONE 6%, ZINC OXIDE 3%, OCTISALATE 5%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02244097","approved","ACID CONCENTRATE D12308","ACID CONCENTRATE D12308 (DEXTROSE 49.5G, MAGNESIUM CHLORIDE 6.86G, CALCIUM CHLORIDE 8.27G, POTASSIUM CHLORIDE 3.35G, SODIUM CHLORIDE 263G)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02244098","approved","ACID CONCENTRATE D12309","ACID CONCENTRATE D12309 (DEXTROSE 49.5G, MAGNESIUM CHLORIDE 6.86G, CALCIUM CHLORIDE 9.92G, POTASSIUM CHLORIDE 3.35G, SODIUM CHLORIDE 263G)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02244099","approved","ACID CONCENTRATE D12310","ACID CONCENTRATE D12310 (DEXTROSE 49.5G, MAGNESIUM CHLORIDE 6.86G, CALCIUM CHLORIDE 8.27G, POTASSIUM CHLORIDE 10.05G, SODIUM CHLORIDE 263G)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02244100","approved","ACID CONCENTRATE D12311","ACID CONCENTRATE D12311 (DEXTROSE 49.5G, MAGNESIUM CHLORIDE 6.86G, CALCIUM CHLORIDE 9.92G, POTASSIUM CHLORIDE 10.05G, SODIUM CHLORIDE 263G)","B05ZA;B05ZA;B05ZA;B0","HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIALYTICS, CONCENTRATES;HEMODIAL"
"02244117","approved","PHILLIP'S FIBRECAPS","PHILLIP'S FIBRECAPS (POLYCARBOPHIL (CALCIUM POLYCARBOPHIL) 500MG)","A06AC08","POLYCARBOPHIL CALCIUM"
"02244133","approved","FAMOTIDINE INJECTION","FAMOTIDINE INJECTION (FAMOTIDINE 10MG)","A02BA03","FAMOTIDINE"
"02244312","approved","TINACTIN ONCE-A-DAY CREAM","TINACTIN ONCE-A-DAY CREAM (BUTENAFINE HYDROCHLORIDE 1%)","D01AE23","BUTENAFINE"
"02244332","approved","ACETAMINOPHEN","ACETAMINOPHEN (ACETAMINOPHEN 325MG)","N02BE01","ACETAMINOPHEN (PARACETAMOL)"
"02244666","approved","PINK STICK","PINK STICK (OXYBENZONE 3%, TITANIUM DIOXIDE 2.6%, ZINC OXIDE 10%, OCTISALATE 3%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02244667","approved","BLACK STICK","BLACK STICK (OXYBENZONE 3%, TITANIUM DIOXIDE 0.5%, ZINC OXIDE 10%, OCTISALATE 3%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02244668","approved","WHITE STICK","WHITE STICK (OXYBENZONE 3%, TITANIUM DIOXIDE 13.5%, ZINC OXIDE 10%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02244669","approved","GREEN STICK","GREEN STICK (OXYBENZONE 3%, TITANIUM DIOXIDE 2.5%, ZINC OXIDE 10%, OCTISALATE 3%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02244670","approved","BLUE STICK","BLUE STICK (OXYBENZONE 3%, TITANIUM DIOXIDE 5%, ZINC OXIDE 10%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02244671","approved","RED STICK","RED STICK (OXYBENZONE 3%, TITANIUM DIOXIDE 1.3%, ZINC OXIDE 10%, OCTISALATE 3%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02244672","approved","PURPLE STICK","PURPLE STICK (OXYBENZONE 3%, TITANIUM DIOXIDE 5%, ZINC OXIDE 10%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02244694","approved","ACT FLUOXETINE","ACT FLUOXETINE (FLUOXETINE (FLUOXETINE HYDROCHLORIDE) 40MG)","N06AB03","FLUOXETINE"
"02244767","approved","PMS-MOMETASONE","PMS-MOMETASONE (MOMETASONE FUROATE .1%)","D07AC13","MOMETASONE"
"02244768","approved","PMS-MOMETASONE","PMS-MOMETASONE (MOMETASONE FUROATE .1%)","D07AC13","MOMETASONE"
"02244865","approved","MAGSIL","MAGSIL (SIMETHICONE 20MG, MAGNESIUM HYDROXIDE 200MG, ALUMINUM HYDROXIDE 200MG)","A02AF02;A02AF02;A02A","ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS;ORDINARY SALT COMBINATIONS AND ANTIFLATULENTS;ORDINARY SALT COMBINATIONS A"
"02245019","approved","DAMYLIN AVEC CODEINE SIROP","DAMYLIN AVEC CODEINE SIROP (DIPHENHYDRAMINE HYDROCHLORIDE 12.5MG, DIPHENHYDRAMINE HYDROCHLORIDE 12.5MG, AMMONIUM CHLORIDE 125MG, AMMONIUM CHLORIDE 125MG, CODEINE PHOSPHATE 3.3MG, CODEINE PHOSPHATE 3.3MG)","R05FA02;R05FA02;R05F","OPIUM DERIVATIVES AND EXPECTORANTS;OPIUM DERIVATIVES AND EXPECTORANTS;OPIUM DERIVATIVES AND EXPECTORANTS;OPIUM DERIVATIV"
"02245083","approved","ASA 80 MG","ASA 80 MG (ACETYLSALICYLIC ACID 80MG)","N02BA01","ACETYLSALICYLIC ACID"
"02245100","approved","RIVA-DIMENHYDRINATE TABLETS","RIVA-DIMENHYDRINATE TABLETS (DIMENHYDRINATE 50MG)","R06AA11","DIMENHYDRINATE"
"02245382","approved","BENYLIN DM WITH PECTIN FREEZER POPS","BENYLIN DM WITH PECTIN FREEZER POPS (PECTIN 150MG, DEXTROMETHORPHAN HYDROBROMIDE 7.5MG)","R05DA20;R05DA20","COMBINATIONS;COMBINATIONS"
"02245601","approved","ASPIRIN EXTRA STRENGTH WITH STOMACH GUARD","ASPIRIN EXTRA STRENGTH WITH STOMACH GUARD (ACETYLSALICYLIC ACID 500MG)","N02BA01","ACETYLSALICYLIC ACID"
"02245609","approved","SOLBAR","SOLBAR (HOMOSALATE 10%, ZINC OXIDE 7.5%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02245615","approved","RANITIDINE","RANITIDINE (RANITIDINE (RANITIDINE HYDROCHLORIDE) 75MG)","A02BA02","RANITIDINE"
"02245778","approved","ALLERGY FORMULA","ALLERGY FORMULA (DIPHENHYDRAMINE HYDROCHLORIDE 25MG)","R06AA02","DIPHENHYDRAMINE"
"02245947","approved","LEVOTHYROXINE SODIUM FOR INJECTION","LEVOTHYROXINE SODIUM FOR INJECTION (LEVOTHYROXINE SODIUM 200MCG)","H03AA01","LEVOTHYROXINE SODIUM"
"02245973","approved","BENYLIN DM EXTRA STRENGTH LOZENGES","BENYLIN DM EXTRA STRENGTH LOZENGES (DEXTROMETHORPHAN HYDROBROMIDE (DEXTROMETHORPHAN POLISTIREX) 30MG)","R05DA09","DEXTROMETHORPHAN"
"02246104","approved","METHORPHAN","METHORPHAN (DEXTROMETHORPHAN HYDROBROMIDE 30MG)","R05DA09","DEXTROMETHORPHAN"
"02246140","approved","SINUS RELIEF REGULAR STRENGTH TABLET","SINUS RELIEF REGULAR STRENGTH TABLET (ACETAMINOPHEN 325MG, ACETAMINOPHEN 325MG, PSEUDOEPHEDRINE HYDROCHLORIDE 30MG, PSEUDOEPHEDRINE HYDROCHLORIDE 30MG)","N02BE51;N02BE51;N02B","ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACETAMINOPHEN, COMB EXCL PSYCHOLEPTICS;ACE"
"02246241","approved","ENTROPHEN 80MG","ENTROPHEN 80MG (ACETYLSALICYLIC ACID 80MG)","N02BA01","ACETYLSALICYLIC ACID"
"02246285","approved","DOM-BRIMONIDINE","DOM-BRIMONIDINE (BRIMONIDINE TARTRATE 0.2%)","S01EA05","BRIMONIDINE"
"02246353","approved","ARANESP","ARANESP (DARBEPOETIN ALFA 15MCG)","B03XA02","DARBEPOETIN ALFA"
"02246356","approved","ARANESP","ARANESP (DARBEPOETIN ALFA 60MCG)","B03XA02","DARBEPOETIN ALFA"
"02246359","approved","ARANESP","ARANESP (DARBEPOETIN ALFA 325MCG)","B03XA02","DARBEPOETIN ALFA"
"02246402","approved","CHILDREN'S ADVIL CHEWABLE TABLETS","CHILDREN'S ADVIL CHEWABLE TABLETS (IBUPROFEN 50MG)","M01AE01","IBUPROFEN"
"02246449","approved","DORMIRAX 25","DORMIRAX 25 (DIPHENHYDRAMINE 25MG)","R06AA02","DIPHENHYDRAMINE"
"02246450","approved","DORMIRAX 50","DORMIRAX 50 (DIPHENHYDRAMINE 50MG)","R06AA02","DIPHENHYDRAMINE"
"02246566","approved","IFOSFAMIDE FOR INJECTION","IFOSFAMIDE FOR INJECTION (IFOSFAMIDE 3G)","L01AA06","IFOSFAMIDE"
"02246775","approved","APO-AZITHROMYCIN","APO-AZITHROMYCIN (AZITHROMYCIN (AZITHROMYCIN ISOPROPANOLATE MONOHYDRATE) 250MG)","J01FA10","AZITHROMYCIN"
"02246822","approved","FLUVOXAMINE TABLETS","FLUVOXAMINE TABLETS (FLUVOXAMINE MALEATE 50MG)","N06AB08","FLUVOXAMINE"
"02246823","approved","FLUVOXAMINE TABLETS","FLUVOXAMINE TABLETS (FLUVOXAMINE MALEATE 100MG)","N06AB08","FLUVOXAMINE"
"02246861","approved","AA-FENO-SUPER","AA-FENO-SUPER (FENOFIBRATE 200MG)","C10AB05","FENOFIBRATE"
"02246962","approved","PYLERA","PYLERA (BISMUTH OXIDE (BISMUTH SUBCITRATE POTASSIUM) 40MG, BISMUTH OXIDE (BISMUTH SUBCITRATE POTASSIUM) 40MG, TETRACYCLINE HYDROCHLORIDE 125MG, TETRACYCLINE HYDROCHLORIDE 125MG, METRONIDAZOLE 125MG, METRONIDAZOLE 125MG)","A02BD08;A02BD08;A02B","BISMUTH SUBCITRATE,TETRACYCLINE AND METRONIDAZOLE;BISMUTH SUBCITRATE,TETRACYCLINE AND METRONIDAZOLE;BISMUTH SUBCITRATE,T"
"02247192","approved","AERIUS","AERIUS (DESLORATADINE 0.5MG)","R06AX27","DESLORATADINE"
"02247200","approved","CIPROFLOXACIN TABLETS USP","CIPROFLOXACIN TABLETS USP (CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE) 100MG)","J01MA02","CIPROFLOXACIN"
"02247201","approved","CIPROFLOXACIN TABLETS USP","CIPROFLOXACIN TABLETS USP (CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE) 250MG)","J01MA02","CIPROFLOXACIN"
"02247202","approved","CIPROFLOXACIN TABLETS USP","CIPROFLOXACIN TABLETS USP (CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE) 500MG)","J01MA02","CIPROFLOXACIN"
"02247203","approved","CIPROFLOXACIN TABLETS USP","CIPROFLOXACIN TABLETS USP (CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE) 750MG)","J01MA02","CIPROFLOXACIN"
"02247220","approved","SIMVASTATIN-5","SIMVASTATIN-5 (SIMVASTATIN 5MG)","C10AA01","SIMVASTATIN"
"02247405","approved","SUNSPOTS SUNSCREEN LOTION SPF 15","SUNSPOTS SUNSCREEN LOTION SPF 15 (OXYBENZONE 3%, OCTOCRYLENE 2%, OCTISALATE 2%, OCTINOXATE 3%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02247406","approved","SUNSPOTS SUNSCREEN LOTION SPF 30","SUNSPOTS SUNSCREEN LOTION SPF 30 (OXYBENZONE 6%, OCTOCRYLENE 4%, OCTISALATE 5%, OCTINOXATE 7.5%)","D02BA30;D02BA30;D02B","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION;COMBINATIONS OF PROTEC"
"02247511","approved","ACETAMINOPHEN 325MG","ACETAMINOPHEN 325MG (ACETAMINOPHEN 325MG)","N02BE01","ACETAMINOPHEN (PARACETAMOL)"
"02247512","approved","ACETAMINOPHEN 500MG","ACETAMINOPHEN 500MG (ACETAMINOPHEN 500MG)","N02BE01","ACETAMINOPHEN (PARACETAMOL)"
"02247611","approved","ACETAMINOPHEN 325MG","ACETAMINOPHEN 325MG (ACETAMINOPHEN 325MG)","N02BE01","ACETAMINOPHEN (PARACETAMOL)"
"02247612","approved","ACETAMINOPHEN 500MG","ACETAMINOPHEN 500MG (ACETAMINOPHEN 500MG)","N02BE01","ACETAMINOPHEN (PARACETAMOL)"
"02247659","approved","DIPHENHYDRAMINE HYDROCHLORIDE 50MG USP","DIPHENHYDRAMINE HYDROCHLORIDE 50MG USP (DIPHENHYDRAMINE HYDROCHLORIDE 50MG)","R06AA02","DIPHENHYDRAMINE"
"02247727","approved","PHILLIPS DUAL ACTION","PHILLIPS DUAL ACTION (MAGNESIUM HYDROXIDE 60MG, MINERAL OIL 0.25ML)","A06AA51;A06AA51","LIQUID PARAFFIN, COMBINATIONS;LIQUID PARAFFIN, COMBINATIONS"
"02247762","approved","JUNIOR STRENGTH ALLERGY TABLETS","JUNIOR STRENGTH ALLERGY TABLETS (DIPHENHYDRAMINE HYDROCHLORIDE 12.5MG)","R06AA02","DIPHENHYDRAMINE"
"02247906","approved","PREFESTA","PREFESTA (ESTRADIOL 1MG, ESTRADIOL 1MG, ESTRADIOL 1MG, ESTRADIOL 1MG, NORGESTIMATE 90MCG, NORGESTIMATE 90MCG)","G03FA13;G03FA13;G03F","NORGESTIMATE AND ESTROGEN;NORGESTIMATE AND ESTROGEN;NORGESTIMATE AND ESTROGEN;NORGESTIMATE AND ESTROGEN;NORGESTIMATE AND"
"02247967","approved","EXTRA STRENGTH MIDOL RELIEF","EXTRA STRENGTH MIDOL RELIEF (ACETYLSALICYLIC ACID 500MG, CAFFEINE 65MG)","N02BA51;N02BA51","ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS;ACETYLSALICYLIC ACID, COMB EXCL PSYCHOLEPTICS"
"02248052","approved","ALTACE","ALTACE (RAMIPRIL 1.25MG)","C09AA05","RAMIPRIL"
"02248053","approved","ALTACE","ALTACE (RAMIPRIL 2.5MG)","C09AA05","RAMIPRIL"
"02248054","approved","ALTACE","ALTACE (RAMIPRIL 5MG)","C09AA05","RAMIPRIL"
"02248055","approved","ALTACE","ALTACE (RAMIPRIL 10MG)","C09AA05","RAMIPRIL"
"02248119","approved","APO-TRIFLURIDINE OPHTHALMIC SOLUTION","APO-TRIFLURIDINE OPHTHALMIC SOLUTION (TRIFLURIDINE 1%)","S01AD02","TRIFLURIDINE"
"02248194","approved","PMS-PAMIDRONATE","PMS-PAMIDRONATE (PAMIDRONATE DISODIUM 60MG)","M05BA03","PAMIDRONIC ACID"
"02248218","approved","SYMBICORT FORTE TURBUHALER","SYMBICORT FORTE TURBUHALER (BUDESONIDE 400MCG, BUDESONIDE 400MCG, FORMOTEROL FUMARATE DIHYDRATE 12MCG, FORMOTEROL FUMARATE DIHYDRATE 12MCG)","R03AK07;R03AK07;R03A","FORMOTEROL AND BUDESONIDE;FORMOTEROL AND BUDESONIDE;FORMOTEROL AND BUDESONIDE;FORMOTEROL AND BUDESONIDE"
"02248253","approved","METHYLAX","METHYLAX (METHYLCELLULOSE 2G)","A06AC06","METHYLCELLULOSE"
"02248307","marketed","FLONASE ALLERGY RELIEF","FLONASE ALLERGY RELIEF (FLUTICASONE PROPIONATE 50MCG)","R01AD08","FLUTICASONE"
"02248325","approved","ASAPHEN PLUS 325","ASAPHEN PLUS 325 (ACETYLSALICYLIC ACID 325MG)","N02BA01","ACETYLSALICYLIC ACID"
"02248418","approved","PMS-PAMIDRONATE","PMS-PAMIDRONATE (PAMIDRONATE DISODIUM 15MG)","M05BA03","PAMIDRONIC ACID"
"02248436","approved","PMS-CIPROFLOXACIN","PMS-CIPROFLOXACIN (CIPROFLOXACIN (CIPROFLOXACIN HYDROCHLORIDE) 100MG)","J01MA02","CIPROFLOXACIN"
"02248537","approved","APO-TRYPTOPHAN","APO-TRYPTOPHAN (TRYPTOPHAN 250MG)","N06AX02","TRYPTOPHAN"
