"DIN","status","name","new name","description","new description","atc_number(s)","atc(s)","indicator(s)"
"00037427","cancelled","NOVO-TRIPTYN TAB 50MG","","NOVO-TRIPTYN TAB 50MG (AMITRIPTYLINE HYDROCHLORIDE 50MG)","","N06AA09","AMITRIPTYLINE","Depression"
"00037435","cancelled","NOVO-PHENYTOIN CAP 100MG","","NOVO-PHENYTOIN CAP 100MG (PHENYTOIN SODIUM 100MG)","","N03AB02","PHENYTOIN",""
"00037605","cancelled","MICRONOR TABLETS 28-DAY","","MICRONOR TABLETS 28-DAY (NORETHINDRONE 0.35MG)","","G03AC01","NORETHISTERONE",""
"00037613","marketed","NITROSTAT SLT 0.3MG","NITROSTAT","NITROSTAT SLT 0.3MG (NITROGLYCERIN 0.3MG)","NITROSTAT (NITROGLYCERIN 0.3MG)","C01DA02","GLYCERYL TRINITRATE","Ischemic Heart disease"
"00037621","marketed","NITROSTAT SLT 0.6MG","NITROSTAT","NITROSTAT SLT 0.6MG (NITROGLYCERIN 0.6MG)","NITROSTAT (NITROGLYCERIN 0.6MG)","C01DA02","GLYCERYL TRINITRATE","Ischemic Heart disease"
"00037788","marketed","SODIUM CHLORIDE INJECTION 0.45%","SODIUM CHLORIDE INJECTION USP","SODIUM CHLORIDE INJECTION 0.45% (SODIUM CHLORIDE 4.5MG)","SODIUM CHLORIDE INJECTION USP (SODIUM CHLORIDE 4.5MG)","B05XA03","SODIUM CHLORIDE",""
"00037796","marketed","SODIUM CHLORIDE INJ 9MG/ML","SODIUM CHLORIDE INJECTION USP","SODIUM CHLORIDE INJ 9MG/ML (SODIUM CHLORIDE 9MG)","SODIUM CHLORIDE INJECTION USP (SODIUM CHLORIDE 9MG)","B05XA03","SODIUM CHLORIDE",""
"00037818","marketed","BACTERIOSTATIC SODIUM CHLORIDE INJECTION","BACTERIOSTATIC SODIUM CHLORIDE INJECTION USP","BACTERIOSTATIC SODIUM CHLORIDE INJECTION (SODIUM CHLORIDE 9MG)","BACTERIOSTATIC SODIUM CHLORIDE INJECTION USP (SODIUM CHLORIDE 9MG)","V07AB","SOLVENTS AND DILUTING AGENTS, INCL IRRIGAT SOLUT",""
"00037826","marketed","SODIUM CHLORIDE IRRIGATION 9MG/ML","SODIUM CHLORIDE IRRIGATION USP","SODIUM CHLORIDE IRRIGATION 9MG/ML (SODIUM CHLORIDE 9MG)","SODIUM CHLORIDE IRRIGATION USP (SODIUM CHLORIDE 9MG, SODIUM CHLORIDE 9MG)","B05CB01;B05CB01","SODIUM CHLORIDE;SODIUM CHLORIDE",""
"00037834","marketed","SODIUM CHLORIDE IRRIGATION 9MG/ML","SODIUM CHLORIDE IRRIGATION USP","SODIUM CHLORIDE IRRIGATION 9MG/ML (SODIUM CHLORIDE 9MG)","SODIUM CHLORIDE IRRIGATION USP (SODIUM CHLORIDE 9MG)","B05CB01","SODIUM CHLORIDE",""
"00037842","marketed","SODIUM CHLORIDE INJECTION 0.9%","SODIUM CHLORIDE INJECTION USP","SODIUM CHLORIDE INJECTION 0.9% (SODIUM CHLORIDE 9MG)","SODIUM CHLORIDE INJECTION USP (SODIUM CHLORIDE 9MG)","B05XA03","SODIUM CHLORIDE",""
"00037850","cancelled","SODIUM CHLORIDE INJECTION 5%","","SODIUM CHLORIDE INJECTION 5% (SODIUM CHLORIDE 50MG)","","B05XA03","SODIUM CHLORIDE",""
"00037869","marketed","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE (POTASSIUM CHLORIDE 149MG)","POTASSIUM CHLORIDE FOR INJECTION CONCENTRATE USP (POTASSIUM CHLORIDE 149MG)","B05XA01","POTASSIUM CHLORIDE",""
"00037915","marketed","DEXTROSE 5% INJECTION USP","DEXTROSE INJECTION USP","DEXTROSE 5% INJECTION USP (DEXTROSE 50MG)","DEXTROSE INJECTION USP (DEXTROSE 50MG)","B05BA03","CARBOHYDRATES",""
"00037958","marketed","DEXTROSE 10% INJECTION USP","DEXTROSE INJECTION USP","DEXTROSE 10% INJECTION USP (DEXTROSE 100MG)","DEXTROSE INJECTION USP (DEXTROSE 100MG)","B05BA03","CARBOHYDRATES",""
"00037966","marketed","DEXTROSE 20% INJECTION USP","DEXTROSE INJECTION USP","DEXTROSE 20% INJECTION USP (DEXTROSE 200MG)","DEXTROSE INJECTION USP (DEXTROSE 200MG)","B05BA03","CARBOHYDRATES",""
"00037974","marketed","DEXTROSE 50% INJECTION USP","DEXTROSE INJECTION USP","DEXTROSE 50% INJECTION USP (DEXTROSE 500MG)","DEXTROSE INJECTION USP (DEXTROSE 500MG)","B05BA03","CARBOHYDRATES",""
"00038016","marketed","MANNITOL 20%","MANNITOL INJECTION USP","MANNITOL 20% (MANNITOL 200MG)","MANNITOL INJECTION USP (MANNITOL 20%)","B05BC01","MANNITOL",""
"00038024","marketed","MANNITOL 25%","MANNITOL INJECTION USP","MANNITOL 25% (MANNITOL 250MG)","MANNITOL INJECTION USP (MANNITOL 25%)","B05BC01","MANNITOL",""
"00038083","marketed","SODIUM BICARBONATE INJ 7.5%","SODIUM BICARBONATE INJECTION USP","SODIUM BICARBONATE INJ 7.5% (SODIUM BICARBONATE 75MG)","SODIUM BICARBONATE INJECTION USP (SODIUM BICARBONATE 75MG)","B05XA02","SODIUM BICARBONATE",""
"00038121","cancelled","EPHEDRINE SULFATE INJECTION","EPHEDRINE SULFATE INJECTION USP","EPHEDRINE SULFATE INJECTION (EPHEDRINE SULFATE 50MG)","EPHEDRINE SULFATE INJECTION USP (EPHEDRINE SULFATE 50MG)","R03CA02","EPHEDRINE",""
"00038172","marketed","QUELICIN CHLORIDE INJ 20MG/ML","QUELICIN","QUELICIN CHLORIDE INJ 20MG/ML (SUCCINYLCHOLINE CHLORIDE 20MG)","QUELICIN (SUCCINYLCHOLINE CHLORIDE 20MG)","M03AB01","SUXAMETHONIUM",""
"00038202","marketed","BACTERIOSTATIC WATER FOR INJECTION","BACTERIOSTATIC WATER FOR INJECTION USP","BACTERIOSTATIC WATER FOR INJECTION (WATER 100%)","BACTERIOSTATIC WATER FOR INJECTION USP (WATER 30ML)","V07AB","SOLVENTS AND DILUTING AGENTS, INCL IRRIGAT SOLUT",""
"00038229","marketed","STERILE WATER FOR IRRIGATION","STERILE WATER FOR IRRIGATION USP","STERILE WATER FOR IRRIGATION (WATER 100%)","STERILE WATER FOR IRRIGATION USP (WATER 100%)","V07AB","SOLVENTS AND DILUTING AGENTS, INCL IRRIGAT SOLUT",""
"00038245","marketed","WATER FOR INJECTION STERILE USP","STERILE WATER FOR INJECTION USP","WATER FOR INJECTION STERILE USP (WATER 100%)","STERILE WATER FOR INJECTION USP (WATER 100%)","V07AB","SOLVENTS AND DILUTING AGENTS, INCL IRRIGAT SOLUT",""
"00038393","cancelled","PENTOTHAL INJ 500MG/SYR","","PENTOTHAL INJ 500MG/SYR (THIOPENTAL SODIUM 500MG)","","N01AF03","THIOPENTAL",""
"00038407","cancelled","PENTOTHAL SODIUM INJ 1GM STERILE","","PENTOTHAL SODIUM INJ 1GM STERILE (THIOPENTAL SODIUM 1G)","","N01AF03","THIOPENTAL",""
"00038415","cancelled","PENTOTHAL SODIUM PWS 5GM","","PENTOTHAL SODIUM PWS 5GM (THIOPENTAL SODIUM 5G)","","N01AF03","THIOPENTAL",""
"00038830","cancelled","VITAMIN B12 INJ 1000MCG/ML","","VITAMIN B12 INJ 1000MCG/ML (VITAMIN B12 (CYANOCOBALAMIN) 1MG)","","B03BA01","CYANOCOBALAMIN",""
"00038873","marketed","DEXTROSE 5% IN 0.225% SODIUM CHLORIDE","5% DEXTROSE AND 0.225% SODIUM CHLORIDE","DEXTROSE 5% IN 0.225% SODIUM CHLORIDE (DEXTROSE 50MG, SODIUM CHLORIDE 2.25MG)","5% DEXTROSE AND 0.225% SODIUM CHLORIDE (DEXTROSE 50MG, DEXTROSE 50MG, SODIUM CHLORIDE 2.25MG, SODIUM CHLORIDE 2.25MG)","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOH",""
"00038881","marketed","DEXTROSE 3.3% IN 0.3% SODIUM CHLORIDE","3.33% DEXTROSE AND 0.3% SODIUM CHLORIDE","DEXTROSE 3.3% IN 0.3% SODIUM CHLORIDE (DEXTROSE 33.3MG, SODIUM CHLORIDE 3.0MG)","3.33% DEXTROSE AND 0.3% SODIUM CHLORIDE (DEXTROSE 33.3MG, DEXTROSE 33.3MG, SODIUM CHLORIDE 3MG, SODIUM CHLORIDE 3MG)","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOH",""
"00038903","marketed","DEXTROSE 5% IN 0.45% SODIUM CHLORIDE","5% DEXTROSE AND 0.45% SODIUM CHLORIDE","DEXTROSE 5% IN 0.45% SODIUM CHLORIDE (DEXTROSE 50MG, SODIUM CHLORIDE 4.5MG)","5% DEXTROSE AND 0.45% SODIUM CHLORIDE (DEXTROSE 50MG, DEXTROSE 50MG, SODIUM CHLORIDE 4.5MG, SODIUM CHLORIDE 4.5MG)","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOH",""
"00038946","marketed","DEXTROSE 5% IN 0.9% SODIUM CHLORIDE","5% DEXTROSE AND 0.9% SODIUM CHLORIDE","DEXTROSE 5% IN 0.9% SODIUM CHLORIDE (DEXTROSE 50MG, SODIUM CHLORIDE 9MG)","5% DEXTROSE AND 0.9% SODIUM CHLORIDE (DEXTROSE 50MG, DEXTROSE 50MG, SODIUM CHLORIDE 9MG, SODIUM CHLORIDE 9MG)","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOH",""
"00039306","dormant","LACTATE 1-2-3 INJECTION","","LACTATE 1-2-3 INJECTION (DEXTROSE 25MG, SODIUM CHLORIDE 3MG, SODIUM LACTATE 3.1MG)","LACTATE 1-2-3 INJECTION (DEXTROSE 25MG, DEXTROSE 25MG, SODIUM CHLORIDE 3MG, SODIUM CHLORIDE 3MG, SODIUM LACTATE 3.1MG, SODIUM LACTATE 3.1MG)","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOH",""
"00039365","cancelled","UROLOGIC G HALF STRENGTH FOR IRRIGATION","UROLOGIC G FOR IRRIGATION","UROLOGIC G HALF STRENGTH FOR IRRIGATION (SODIUM CARBONATE (ANHYDROUS) 2.2MG, MAGNESIUM OXIDE 1.9MG, CITRIC ACID 148MG)","UROLOGIC G FOR IRRIGATION (MAGNESIUM OXIDE 1.9MG, SODIUM CARBONATE (ANHYDROUS) 2.2MG, CITRIC ACID 148MG)","B05CB10;B05CB10;B05C","COMBINATIONS;COMBINATIONS;COMBINATIONS",""
"00039373","cancelled","UROLOGIC G FOR IRRIGATION","","UROLOGIC G FOR IRRIGATION (SODIUM CARBONATE (ANHYDROUS) 4.3MG, MAGNESIUM OXIDE 3.8MG, CITRIC ACID 32.4MG)","UROLOGIC G FOR IRRIGATION (MAGNESIUM OXIDE 3.8MG, SODIUM CARBONATE (ANHYDROUS) 4.3MG, CITRIC ACID 32.4MG)","B05CB10;B05CB10;B05C","COMBINATIONS;COMBINATIONS;COMBINATIONS",""
"00039411","cancelled","ELLIOTT'S SOLUTION A","","ELLIOTT'S SOLUTION A (POTASSIUM CHLORIDE 0.3MG, SODIUM CHLORIDE 8.6MG, MAGNESIUM CHLORIDE 0.116MG, CALCIUM CHLORIDE 0.2MG)","ELLIOTT'S SOLUTION A (MAGNESIUM CHLORIDE 0.116MG, CALCIUM CHLORIDE 0.2MG, POTASSIUM CHLORIDE 0.3MG, SODIUM CHLORIDE 8.6MG)","B05CB10;B05CB10;B05C","COMBINATIONS;COMBINATIONS;COMBINATIONS;COMBINATIONS",""
"00039470","marketed","LACTATED RINGER'S INJECTION","","LACTATED RINGER'S INJECTION (POTASSIUM CHLORIDE 0.3MG, SODIUM CHLORIDE 6MG, CALCIUM CHLORIDE 0.2MG, SODIUM LACTATE 3.1MG)","LACTATED RINGER'S INJECTION (CALCIUM CHLORIDE 0.2MG, POTASSIUM CHLORIDE 0.3MG, SODIUM CHLORIDE 6MG, SODIUM LACTATE 3.1MG)","B05BB01;B05BB01;B05B","ELECTROLYTES;ELECTROLYTES;ELECTROLYTES;ELECTROLYTES",""
"00039489","dormant","NORMOSOL M WITH DEXTROSE 5%","NORMOSOL-M & 5% DEXTROSE","NORMOSOL M WITH DEXTROSE 5% (MAGNESIUM ACETATE 0.21MG, DEXTROSE 50MG, SODIUM CHLORIDE 2.34MG, POTASSIUM ACETATE 1.28MG)","NORMOSOL-M & 5% DEXTROSE (DEXTROSE 5G, DEXTROSE 5G, SODIUM CHLORIDE 0.234G, SODIUM CHLORIDE 0.234G, POTASSIUM ACETATE 0.128G, POTASSIUM ACETATE 0.128G, MAGNESIUM ACETATE 0.021G, MAGNESIUM ACETATE 0.021G)","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOH",""
"00039500","marketed","NORMOSOL R","NORMOSOL-R","NORMOSOL R (SODIUM GLUCONATE 5.02MG, POTASSIUM CHLORIDE 0.37MG, SODIUM CHLORIDE 5.26MG, SODIUM ACETATE 2.22MG, MAGNESIUM CHLORIDE 0.14MG)","NORMOSOL-R (MAGNESIUM CHLORIDE (MAGNESIUM CHLORIDE HEXAHYDRATE) 0.014G, POTASSIUM CHLORIDE 0.037G, SODIUM CHLORIDE 0.526G, SODIUM GLUCONATE 0.502G, SODIUM ACETATE 0.222G)","B05BB01;B05BB01;B05B","ELECTROLYTES;ELECTROLYTES;ELECTROLYTES;ELECTROLYTES;ELECTROLYTES",""
"00039551","cancelled","DEXTROSE 5% IN LACTATED RINGERS","LACTATED RINGER'S AND 5% DEXTROSE","DEXTROSE 5% IN LACTATED RINGERS (DEXTROSE 50.0MG, POTASSIUM CHLORIDE 0.3MG, SODIUM CHLORIDE 6.0MG, CALCIUM CHLORIDE 0.2MG, SODIUM LACTATE 3.1MG)","LACTATED RINGER'S AND 5% DEXTROSE (DEXTROSE 50MG, CALCIUM CHLORIDE 0.2MG, POTASSIUM CHLORIDE 0.3MG, SODIUM CHLORIDE 6MG, SODIUM LACTATE 3.1MG)","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOH",""
"00039640","dormant","NORMOSOL R WITH DEXTROSE 5% INJECTION","NORMOSOL-R & 5% DEXTROSE","NORMOSOL R WITH DEXTROSE 5% INJECTION (SODIUM GLUCONATE 5.02MG, DEXTROSE 50MG, POTASSIUM CHLORIDE 0.37MG, SODIUM CHLORIDE 5.26MG, SODIUM ACETATE 2.22MG, MAGNESIUM CHLORIDE 0.14MG)","NORMOSOL-R & 5% DEXTROSE (DEXTROSE 5G, DEXTROSE 5G, MAGNESIUM CHLORIDE 0.014G, MAGNESIUM CHLORIDE 0.014G, POTASSIUM CHLORIDE 0.037G, POTASSIUM CHLORIDE 0.037G, SODIUM CHLORIDE 0.526G, SODIUM CHLORIDE 0.526G, SODIUM GLUCONATE 0.502G, SODIUM GLUCONATE 0.502G, SODIUM ACETATE 0.222G, SODIUM ACETATE 0.222G)","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOH",""
"00040851","dormant","PMS-ASA","","PMS-ASA (ACETYLSALICYLIC ACID 325MG)","","N02BA01","ACETYLSALICYLIC ACID","Ischemic Heart disease;Stroke"
"00042544","marketed","MIOSTAT OPHTHALMIC LIQ 0.01%","","MIOSTAT OPHTHALMIC LIQ 0.01% (CARBACHOL .01%)","","S01EB02","CARBACHOL",""
"00042560","marketed","MAXIDEX SUS 0.1%","MAXIDEX","MAXIDEX SUS 0.1% (DEXAMETHASONE 0.1%)","MAXIDEX (DEXAMETHASONE 0.1%)","S01BA01","DEXAMETHASONE",""
"00042579","marketed","MAXIDEX ONT 0.1%","MAXIDEX","MAXIDEX ONT 0.1% (DEXAMETHASONE 0.1%)","MAXIDEX (DEXAMETHASONE 0.1%)","S01BA01","DEXAMETHASONE",""
"00042676","marketed","MAXITROL","","MAXITROL (DEXAMETHASONE 1MG, POLYMYXIN B SULFATE 6000UNIT, NEOMYCIN (NEOMYCIN SULFATE) 3.5MG)","MAXITROL (DEXAMETHASONE 0.1%, DEXAMETHASONE 0.1%, POLYMYXIN B SULFATE 6000UNIT, POLYMYXIN B SULFATE 6000UNIT, NEOMYCIN (NEOMYCIN SULFATE) 3.5MG, NEOMYCIN (NEOMYCIN SULFATE) 3.5MG)","S01CA01;S01CA01;S01C","DEXAMETHASONE AND ANTIINFECTIVES;DEXAMETHASONE AND ANTIINFECTIVES;DEXAMETHASONE AND ANTIINFECTIVES;DEXAMETHASONE AND ANT",""
"00049816","cancelled","XYLOCAINE TOPICAL 4%","","XYLOCAINE TOPICAL 4% (LIDOCAINE HYDROCHLORIDE 40MG)","","N01BB02","LIDOCAINE",""
"00050024","marketed","CODEINE PHOSPHATE SYRUP","","CODEINE PHOSPHATE SYRUP (CODEINE PHOSPHATE 5.0MG)","CODEINE PHOSPHATE SYRUP (CODEINE PHOSPHATE 25MG)","R05DA04","CODEINE",""
"00050466","marketed","METHYLENE BLEU LIQ 1%","","METHYLENE BLEU LIQ 1% (METHYLENE BLUE 1%)","","V04CG05","METHYLTHIONINE",""
"00050474","marketed","METHYLENE BLEU LIQ 2%","","METHYLENE BLEU LIQ 2% (METHYLENE BLUE 2%)","","V03AB17","METHYLTHIONINIUM CHLORIDE",""
"00050520","marketed","MINERALE LEGERE HUILE","","MINERALE LEGERE HUILE (MINERAL OIL 100%)","MINERALE LEGERE HUILE (MINERAL OIL LIGHT 100%)","D02AC","SOFT PARAFFIN AND FAT PRODUCTS",""
"00050857","cancelled","GENTIANE VIOLET LIQ TOP","","GENTIANE VIOLET LIQ TOP (GENTIAN VIOLET 1%)","","D01AE02","METHYLROSANILINE",""
"00060186","marketed","SODIUM CHLORIDE 0.45% INJ","","SODIUM CHLORIDE 0.45% INJ (SODIUM CHLORIDE 450MG)","","B05XA03","SODIUM CHLORIDE",""
"00060208","marketed","SODIUM CHLORIDE 0.9% INJ 900MG/100ML USP","0.9% SODIUM CHLORIDE INJECTION, USP","SODIUM CHLORIDE 0.9% INJ 900MG/100ML USP (SODIUM CHLORIDE 900MG)","0.9% SODIUM CHLORIDE INJECTION, USP (SODIUM CHLORIDE 900MG)","B05XA03","SODIUM CHLORIDE",""
"00060232","marketed","SODIUM CHLORIDE 3% INJ","","SODIUM CHLORIDE 3% INJ (SODIUM CHLORIDE 3G)","","B05XA03","SODIUM CHLORIDE",""
"00060240","dormant","SODIUM CHLORIDE 5% INJ","","SODIUM CHLORIDE 5% INJ (SODIUM CHLORIDE 5G)","","B05XA03","SODIUM CHLORIDE",""
"00060313","marketed","ANTICOAGULANT SOD CITRATE SOLTN 4GM/100ML","","ANTICOAGULANT SOD CITRATE SOLTN 4GM/100ML (SODIUM CITRATE 4G)","","V07AC","BLOOD TRANSFUSION, AUXILIARY PRODUCTS",""
"00060348","marketed","DEXTROSE 5% INJ 5GM/100ML USP","5% DEXTROSE INJECTION, USP","DEXTROSE 5% INJ 5GM/100ML USP (DEXTROSE 5G)","5% DEXTROSE INJECTION, USP (DEXTROSE 5G)","B05BA03","CARBOHYDRATES",""
"00060364","marketed","DEXTROSE 10% INJ 10GM/100ML USP","10% DEXTROSE INJECTION, USP","DEXTROSE 10% INJ 10GM/100ML USP (DEXTROSE 10G)","10% DEXTROSE INJECTION, USP (DEXTROSE 10G)","B05BA03","CARBOHYDRATES",""
"00060410","marketed","OSMITROL 10% INJ USP","OSMITROL INJECTION 10%","OSMITROL 10% INJ USP (MANNITOL 10G)","OSMITROL INJECTION 10% (MANNITOL 10%)","B05BC01","MANNITOL",""
"00060437","marketed","OSMITROL 20% INJ USP","OSMITROL INJECTION 20%","OSMITROL 20% INJ USP (MANNITOL 20G)","OSMITROL INJECTION 20% (MANNITOL 20%)","B05BC01","MANNITOL",""
"00060704","marketed","DEXTROSE 5% AND 0.2% SOD CHLORIDE INJ","","DEXTROSE 5% AND 0.2% SOD CHLORIDE INJ (DEXTROSE 5G, SODIUM CHLORIDE 200MG)","DEXTROSE 5% AND 0.2% SOD CHLORIDE INJ (DEXTROSE 5G, DEXTROSE 5G, SODIUM CHLORIDE 200MG, SODIUM CHLORIDE 200MG)","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOH",""
"00060712","marketed","DEXTROSE 3.3% AND 0.3% SOD CHLORIDE INJ","","DEXTROSE 3.3% AND 0.3% SOD CHLORIDE INJ (DEXTROSE 3.3G, SODIUM CHLORIDE 300MG)","DEXTROSE 3.3% AND 0.3% SOD CHLORIDE INJ (DEXTROSE 3.3G, DEXTROSE 3.3G, SODIUM CHLORIDE 300MG, SODIUM CHLORIDE 300MG)","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOH",""
"00060720","cancelled","DEXTROSE 2.5% AND SOD CHLORIDE 0.45% INJ USP","","DEXTROSE 2.5% AND SOD CHLORIDE 0.45% INJ USP (DEXTROSE 2.5G, SODIUM CHLORIDE 450MG)","","B05BB02;B05BB02","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES",""
"00060739","marketed","DEXTROSE 5% AND 0.45% SOD CHLORIDE INJ","","DEXTROSE 5% AND 0.45% SOD CHLORIDE INJ (DEXTROSE 5G, SODIUM CHLORIDE 450MG)","DEXTROSE 5% AND 0.45% SOD CHLORIDE INJ (DEXTROSE 5G, DEXTROSE 5G, SODIUM CHLORIDE 450MG, SODIUM CHLORIDE 450MG)","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOH",""
"00060747","marketed","DEXTROSE 5% AND 0.9% SOD CHLORIDE INJ","","DEXTROSE 5% AND 0.9% SOD CHLORIDE INJ (DEXTROSE 5G, SODIUM CHLORIDE 900MG)","DEXTROSE 5% AND 0.9% SOD CHLORIDE INJ (DEXTROSE 5G, DEXTROSE 5G, SODIUM CHLORIDE 900MG, SODIUM CHLORIDE 900MG)","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOH",""
"00060755","marketed","DEXTROSE 10% AND 0.9% SOD CHLORIDE INJ","","DEXTROSE 10% AND 0.9% SOD CHLORIDE INJ (DEXTROSE 10G, SODIUM CHLORIDE 900MG)","DEXTROSE 10% AND 0.9% SOD CHLORIDE INJ (DEXTROSE 10G, DEXTROSE 10G, SODIUM CHLORIDE 900MG, SODIUM CHLORIDE 900MG)","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOH",""
"00060879","dormant","ALCOHOL 5% AND DEXTROSE 5% INJ USP","","ALCOHOL 5% AND DEXTROSE 5% INJ USP (ALCOHOL ANHYDROUS 5ML, DEXTROSE 5G)","ALCOHOL 5% AND DEXTROSE 5% INJ USP (DEXTROSE 5G, ALCOHOL ANHYDROUS 5ML)","B05BA03;B05BA03","CARBOHYDRATES;CARBOHYDRATES",""
"00060925","cancelled","RINGER'S INJ","","RINGER'S INJ (POTASSIUM CHLORIDE 30MG, SODIUM CHLORIDE 860MG, CALCIUM CHLORIDE 33MG)","RINGER'S INJ (CALCIUM CHLORIDE 33MG, POTASSIUM CHLORIDE 30MG, SODIUM CHLORIDE 860MG)","B05BB01;B05BB01;B05B","ELECTROLYTES;ELECTROLYTES;ELECTROLYTES",""
"00060976","cancelled","LACTATE CHLORIDE DEXTROSE INJ","","LACTATE CHLORIDE DEXTROSE INJ (DEXTROSE 2.5G, SODIUM CHLORIDE 300MG, SODIUM LACTATE 310MG)","","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES",""
"00061085","marketed","LACTATED RINGERS INJ USP","LACTATED RINGER'S INJECTION, USP","LACTATED RINGERS INJ USP (POTASSIUM CHLORIDE 30MG, SODIUM CHLORIDE 600MG, CALCIUM CHLORIDE 20MG, SODIUM LACTATE 310MG)","LACTATED RINGER'S INJECTION, USP (CALCIUM CHLORIDE 20MG, POTASSIUM CHLORIDE 30MG, SODIUM CHLORIDE 600MG, SODIUM LACTATE 310MG)","B05BB01;B05BB01;B05B","ELECTROLYTES;ELECTROLYTES;ELECTROLYTES;ELECTROLYTES",""
"00061131","marketed","LACTATED RINGERS INJ W 5% DEXTROSE","LACTATED RINGER'S AND 5% INJECTION, USP","LACTATED RINGERS INJ W 5% DEXTROSE (DEXTROSE 5G, POTASSIUM CHLORIDE 30MG, SODIUM CHLORIDE 600MG, CALCIUM CHLORIDE 20MG, SODIUM LACTATE 310MG)","LACTATED RINGER'S AND 5% INJECTION, USP (DEXTROSE 5G, DEXTROSE 5G, CALCIUM CHLORIDE 20MG, CALCIUM CHLORIDE 20MG, POTASSIUM CHLORIDE 30MG, POTASSIUM CHLORIDE 30MG, SODIUM CHLORIDE 600MG, SODIUM CHLORIDE 600MG, SODIUM LACTATE 310MG, SODIUM LACTATE 310MG)","B05BB02;B05BB02;B05B","ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOHYDRATES;ELECTROLYTES WITH CARBOH",""
"00065927","marketed","NEO-LARYNGOBIS","","NEO-LARYNGOBIS (BISMUTH DIPROPYLACETATE 135MG)","","R02AA20","VARIOUS",""
"00068594","cancelled","COACTIFED","","COACTIFED (CODEINE PHOSPHATE 10MG, PSEUDOEPHEDRINE HYDROCHLORIDE 30MG, TRIPROLIDINE HYDROCHLORIDE 2MG)","COACTIFED (PSEUDOEPHEDRINE HYDROCHLORIDE 30MG, PSEUDOEPHEDRINE HYDROCHLORIDE 30MG, TRIPROLIDINE HYDROCHLORIDE 2MG, TRIPROLIDINE HYDROCHLORIDE 2MG, CODEINE PHOSPHATE 10MG, CODEINE PHOSPHATE 10MG)","R05DA20;R05DA20;R05D","COMBINATIONS;COMBINATIONS;COMBINATIONS;COMBINATIONS;COMBINATIONS;COMBINATIONS",""
