"input","match","din/npn","dtc","ahfs","database","pres","type","both"
"Calcium + Vit D3","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium + vit D3 650mg/400iu","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Calcium +D3","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium +vit D","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium -d3 chews","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Calcium 1000 mg","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium 1000iu","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium 1000mg","Pmk Mineral Calcium 1000mg Tab","80026535","","","natural","","direct",""
"Calcium 1500mg","Pmk Mineral Calcium 1500mg Tab","80026537","","","natural","","direct",""
"calcium 400 ui- 500 mg","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium 400mg","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium 500","Calcium 500","80003773","","","natural","","direct",""
"calcium 500","Calcium 500","80003773","","","natural","YES","direct",""
"calcium 500 ,mg","CALCIUM","02175584","A12AA","88:29.00","drug","YES","word","yes"
"calcium 500 mg","CALCIUM 500 MG","02243626","A12AA04","40:12.00","drug","","direct","yes"
"calcium 500 mg","CALCIUM 500 MG","02243626","A12AA04","40:12.00","drug","YES","direct","yes"
"CALCIUM 500( 500mg)","CALCIUM","02175584","A12AA","88:29.00","drug","YES","word","yes"
"calcium 500mg","CALCIUM 500MG","02240977","A12AA20","88:29.00","drug","","direct","yes"
"calcium 500mg, d3 1000iu","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium 600 mg","Calcium 600 Mg","80024180","","","natural","","direct",""
"calcium 600mg","Calcium 600mg","80027575","","","natural","","direct",""
"Calcium 600mg/Vitamin D 600iu","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium 650","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Calcium 650 mg","Calcium 650 Mg","80000248","","","natural","","direct",""
"calcium 650 mg","Calcium 650 Mg","80000248","","","natural","NO","direct",""
"calcium 650 mg and D 400","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Calcium 650mg","CALCIUM 650MG","02239975","A12AA04","40:12.00","drug","","direct","yes"
"Calcium Acetate","CALCIUM","02175584","A12AA","88:29.00","drug","YES","word","yes"
"calcium action","Calcium Action","80005668","","","natural","","direct",""
"Calcium and D3","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium and magnesium","CALCIUM AND MAGNESIUM","00288187","A12AX","88:29.00","drug","","direct","yes"
"calcium and magnesium","CALCIUM AND MAGNESIUM","00288187","A12AX","88:29.00","drug","NO","direct","yes"
"Calcium and Magnesium with Zinc","CALCIUM AND MAGNESIUM WITH ZINC","02237366","A12AX","88:29.00","drug","","direct","yes"
"Calcium and Vit D","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium and Vitamin D","Calcium And Vitamin D","80059587","","","natural","","direct",""
"calcium and vitamin d","Calcium And Vitamin D","80059587","","","natural","NO","direct",""
"calcium and vitamin d3","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium and zinc","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium avec d","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Calcium Bone Basics","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium c3itrate+ d","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium caltrate","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium caltrate plus","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium carbonate","CALCIUM CARBONATE","00640360","A12AA04","40:12.00","drug","","direct","yes"
"calcium carbonate","CALCIUM CARBONATE","00640360","A12AA04","40:12.00","drug","NO","direct","yes"
"calcium carbonate","CALCIUM CARBONATE","00640360","A12AA04","40:12.00","drug","YES","direct","yes"
"Calcium carbonate with D3","Calcium Carbonate With D3","80059295","","","natural","","direct",""
"calcium chews","Calcium Chews","80022150","","","natural","","direct",""
"calcium citrate","CALCIUM CITRATE","02231961","A12AA","88:29.00","drug","NO","direct","yes"
"Calcium Citrate","CALCIUM CITRATE","02231961","A12AA","88:29.00","drug","","direct","yes"
"Calcium Citrate 300mg","CALCIUM CITRATE 300MG","02231833","A12AA","88:29.00","drug","","direct","no"
"Calcium citrate with Vitamin D","CALCIUM CITRATE WITH VITAMIN D","02229842","A11GB01","88:28.01","drug","","direct","yes"
"calcium citrate, d3","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium citrate/ d","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium et magnesium","Calcium Et Magnésium","00854425","","","natural","","direct",""
"Calcium et Magnesium2:1","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium et viamine D","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium m,agnesium","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Calcium Madnesium + D3","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium mag","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium magésium et D3","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium magnesium","Calcium Magnesium","80019057","","","natural","NO","direct",""
"calcium magnesium","Calcium Magnesium","80019057","","","natural","","direct",""
"Calcium Magnesium and Vitamin D","Calcium Magnesium With D","80063288","","","natural","","direct",""
"calcium magnesium citrate","Calcium Magnesium Citrate","80021779","","","natural","","direct",""
"calcium magnesium vitamin d","Calcium Magnesium Plus Vit D","80021710","","","natural","","direct",""
"Calcium Magnesium with Vitamin D","Calcium Magnesium With Vitamin D","80003829","","","natural","","direct",""
"calcium magnesium+zinc","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium magnesium, D3","CALCIUM","02175584","A12AA","88:29.00","drug","YES","word","yes"
"calcium magnesium/ d3","CALCIUM","02175584","A12AA","88:29.00","drug","NO","word","yes"
"calcium magnesium/d","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium Mg+D3","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium oméga 3","CALCIUM","02175584","A12AA","88:29.00","drug","YES","word","yes"
"Calcium Plus","CALCIUM PLUS","02239459","","","drug","","direct","yes"
"calcium plus","CALCIUM PLUS","02239459","","","drug","NO","direct","yes"
"calcium plus","CALCIUM PLUS","02239459","","","drug","YES","direct","yes"
"Calcium Plus 600 mg","Calcium Plus 600 Mg","80057711","","","natural","","direct",""
"calcium plus 600 mg","Calcium Plus 600 Mg","80057711","","","natural","NO","direct",""
"calcium plus vitamin d","Calcium Plus Vitamin D","80006978","","","natural","","direct",""
"Calcium Plus Vitamin D & Minerals","Calcium Plus","80004970","","","natural","","direct",""
"Calcium supplement","Calcium Supplement","80019661","","","natural","","direct",""
"calcium vit. d","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium vitamin d","Calcium 500mg With Vitamin D3 200iu","80064144","","","natural","","direct",""
"Calcium with D3","Calcium With Vitamin D3 Soft Chew","80015774","","","natural","","direct",""
"calcium with D3 650mg","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium with magnesium and vitamin D","CALCIUM WITH MAGNESIUM AND VITAMIN D","02238921","A12AX","88:28.01","drug","","direct","no"
"calcium with nagnesium + D3","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Calcium with Vit D","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Calcium with Vit D 333mg/200 iu","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Calcium with Vit D 650mg/200iu","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium with vitamin d","Calcium With Vitamin D","80008037","","","natural","","direct",""
"calcium with vitamin d","Calcium With Vitamin D","80008037","","","natural","NO","direct",""
"calcium with Vitamin D3","Calcium With Vitamin D3","80060457","","","natural","","direct",""
"Calcium with Vitamin D3","Calcium With Vitamin D3","80060457","","","natural","NO","direct",""
"calcium with Vitamin D3   500mg / 1000 IU","CALCIUM","02175584","A12AA","88:29.00","drug","YES","word","yes"
"Calcium with Vitamin D3 500mg / 200 IU","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Calcium with VitaminD3","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"calcium with vitD 3","CALCIUM","02175584","A12AA","88:29.00","drug","","word","yes"
"Calcium+Vitamin D","Calcium+Vitamin D","80025539","","","natural","","direct",""
"Calcium, magnesium & Vit D","MAGNESIUM","00532479","A12CC","88:29.00","drug","","word","yes"
"Calcium, magnesium and D3","MAGNESIUM","00532479","A12CC","88:29.00","drug","","word","yes"
"calcium, magnesium and D3 (jamieson brand)","MAGNESIUM","00532479","A12CC","88:29.00","drug","","word","yes"
"Calcium, magnesium and D3 333mg","MAGNESIUM","00532479","A12CC","88:29.00","drug","","word","yes"
"Calcium, Magnesium and Vitamin D3","MAGNESIUM","00532479","A12CC","88:29.00","drug","","word","yes"
"calcium, magnesium, and vitamin d","Calcium & Magnesium Capsules","80039613","","","natural","","direct",""
"calcium, magnesium, D and zinc (Exact brand)","Zinc","80000717","","","natural","","word",""
"calcium, magnesium, vitamin D","VITAMIN D","02241564","A11CC","88:16.00","drug","","word","yes"
"calcium, magnésium, zinc et vitamine d","VITAMINE D","02136872","A11CC","88:16.00","drug","","word","yes"
"Calcium- 650 mg","CALCIUM 650MG","02239975","A12AA04","40:12.00","drug","","simple","yes"
"calcium-magnesium 333 mg 167mg","Calcium-Magnésium","80015012","","","natural","","word",""
"calcium-magnesium et d3","Calcium-Magnésium","80015012","","","natural","","word",""
"calcium/.magnesium/D","Calcium Magnesium + D","80010793","","","natural","","simple",""
"calcium/D","Calcium-D","80009177","","","natural","","simple",""
"Calcium/D","Calcium-D","80009177","","","natural","NO","simple",""
"calcium/magnesium","Calcium/Magnesium","02244295","","","natural","NO","direct",""
"Calcium/Magnesium","Calcium/Magnesium","02244295","","","natural","","direct",""
"calcium/magnesium/D","Calcium Magnesium + D","80010793","","","natural","","simple",""
"calcium/magnesium/zinc","Calcium Magnesium Zinc","80005080","","","natural","","simple",""
"calcium/vitamin D","CALCIUM & VITAMIN D","02240765","A12AX","88:28.01","drug","","simple","yes"
"Calcium/VitaminD","CALCIUM & VITAMIN D","02240765","A12AX","88:28.01","drug","","simple","yes"
"CalciumD& Vitamin","Daily Multi Vitamin","80067478","","","natural","","word",""
"calcuim magnesium with zinc","MAGNESIUM","00532479","A12CC","88:29.00","drug","","word","yes"
"caldenx supplement","Caldenx","80016030","","","natural","","word",""
"calli tea","Calli","80019056","","","natural","NO","word",""
"CALM (Magnesium)","Calm","80025459","","","natural","","word",""
"Calmag","Calmag","80047311","","","natural","","direct",""
"Caltrate","Caltrate","80003751","","","natural","","direct",""
"caltrate  650 mg","Caltrate","80003751","","","natural","","word",""
"Caltrate +","Caltrate","80003751","","","natural","","word",""
"caltrate and vit D","Caltrate","80003751","","","natural","","word",""
"caltrate D","Caltrate","80003751","","","natural","","word",""
"caltrate plus","Caltrate Plus","80009761","","","natural","","direct",""
"caltrate plus","Caltrate Plus","80009761","","","natural","NO","direct",""
"caltrate with vitamin D","Caltrate With Vitamin D","80033741","","","natural","","direct",""
"cambogia garcinia","Cambogia Garcinia","80043110","","","natural","","direct",""
"candesartan","CANDESARTAN","02377934","C09CA06","24:32.08","drug","","direct","no"
"candesartan cilexetil","CANDESARTAN CILEXETIL","02424126","C09CA06","24:32.08","drug","","direct","no"
"candesartan cilexetil","CANDESARTAN CILEXETIL","02424126","C09CA06","24:32.08","drug","YES","direct","no"
"Candesartan HCTZ","CANDESARTAN","02377934","C09CA06","24:32.08","drug","","word","no"
"candesartan plaq","CANDESARTAN","02377934","C09CA06","24:32.08","drug","","word","no"
"candida cell wall suppressor","SUPPRESSOR","02248807","","","drug","","word","no"
"carbocal","Carbocal","80004123","","","natural","","direct",""
"carbocal  d 400-500 mg","Carbocal","80004123","","","natural","","word",""
"carbocal 500 mg-400 ui","Carbocal","80004123","","","natural","","word",""
"carbocal d","Carbocal D","80005017","","","natural","","direct",""
"carbocal d","Carbocal D","80005017","","","natural","YES","direct",""
"carbocal D 400","Carbocal D 400","80002899","","","natural","","direct",""
"carbocal D400","Carbocal","80004123","","","natural","","word",""
"carlson fish oil","Fish Oil","80000846","","","natural","","word",""
"cayenne","Cayenne","80002013","","","natural","","direct",""
"celebrex","CELEBREX","02239941","M01AH01","28:08.04.08","drug","","direct","no"
"celebrex 100 mg","CELEBREX","02239941","M01AH01","28:08.04.08","drug","","word","no"
"Celebrex 100mg","CELEBREX","02239941","M01AH01","28:08.04.08","drug","","word","no"
"Celebrex 200 mg","CELEBREX","02239941","M01AH01","28:08.04.08","drug","","word","no"
"Celecoxib","CELECOXIB","02384299","M01AH01","28:08.04.08","drug","YES","direct","no"
"cell fx","Cell-Fx","80000194","","","natural","","simple",""
"cellcept","CELLCEPT","02192748","L04AA06","92:44.00","drug","","direct","no"
"centrium select 50+ multi vitamin","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"centrum","Centrum","02246362","","","natural","","direct",""
"centrum","Centrum","02246362","","","natural","NO","direct",""
"Centrum","Centrum","02246362","","","natural","YES","direct",""
"Centrum  Select 50+","Centrum","02246362","","","natural","","word",""
"Centrum (silver)","Centrum","02246362","","","natural","","word",""
"centrum 50","Centrum","02246362","","","natural","","word",""
"centrum 50 +","Centrum","02246362","","","natural","","word",""
"Centrum 50 mulivitamin","Centrum","02246362","","","natural","","word",""
"Centrum 50 Select","Centrum","02246362","","","natural","","word",""
"Centrum 50+","Centrum","02246362","","","natural","","word",""
"Centrum 50+","Centrum","02246362","","","natural","NO","word",""
"Centrum 50+ formula","Centrum","02246362","","","natural","","word",""
"centrum 50+ multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"centrum brand multivitamin","MULTIVITAMIN","02236800","","","drug","NO","word","yes"
"centrum brand select 50+ multivitamin","MULTIVITAMIN","02236800","","","drug","NO","word","yes"
"centrum Cardio","Centrum Cardio","80022930","","","natural","","direct",""
"Centrum for men","Centrum For Men","80024484","","","natural","","direct",""
"centrum for women","Centrum For Women","80024482","","","natural","","direct",""
"centrum forte","Centrum Forte","80005174","","","natural","","direct",""
"Centrum Forte MultiVitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"centrum gold multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"centrum mens","Centrum","02246362","","","natural","","word",""
"centrum multi vitamin","MULTI","02243300","S01XA20","52:12.00","drug","","word","yes"
"centrum multi vitamin","MULTI","02243300","S01XA20","52:12.00","drug","NO","word","yes"
"centrum multi vitamin select 50","MULTI","02243300","S01XA20","52:12.00","drug","YES","word","yes"
"centrum multi vitamin select 50","MULTI","02243300","S01XA20","52:12.00","drug","NO","word","yes"
"centrum multivitamin","MULTIVITAMIN","02236800","","","drug","NO","word","yes"
"Centrum multivitamin","MULTIVITAMIN","02236800","","","drug","","word","yes"
"Centrum multivitamin 55+","MULTIVITAMIN","02236800","","","drug","","word","yes"
"Centrum multivitamin for Seniors","MULTIVITAMIN","02236800","","","drug","","word","yes"
"Centrum Multivites","Centrum","02246362","","","natural","","word",""
"centrum one a day","Centrum","02246362","","","natural","","word",""
"centrum pour homme","Centrum","02246362","","","natural","","word",""
"centrum prenatal","Centrum Prenatal","80045822","","","natural","","direct",""
"centrum select","CENTRUM SELECT","02237688","A11AA03","88:28.01","drug","","direct","yes"
"centrum select","CENTRUM SELECT","02237688","A11AA03","88:28.01","drug","NO","direct","yes"
"Centrum Select  50+","CENTRUM SELECT","02237688","A11AA03","88:28.01","drug","","word","yes"
"centrum select +50","CENTRUM SELECT","02237688","A11AA03","88:28.01","drug","","word","yes"
"centrum select 50","CENTRUM SELECT","02237688","A11AA03","88:28.01","drug","","word","yes"
"centrum select 50","CENTRUM SELECT","02237688","A11AA03","88:28.01","drug","NO","word","yes"
"centrum select 50 +","CENTRUM SELECT","02237688","A11AA03","88:28.01","drug","","word","yes"
"centrum select 50+","Centrum Select","80037019","","","natural","","direct",""
"centrum select 50+","Centrum Select","80037019","","","natural","NO","direct",""
"Centrum Select 50+ Multivitamin/Mineral Supplements","CENTRUM SELECT","02237688","A11AA03","88:28.01","drug","","word","yes"
