"input","match","database","type","matches","both"
"calcium","CALCIUM","drug","direct","1","yes"
"calcium","CALCIUM","drug","direct","1","yes"
"calcium","CALCIUM","drug","direct","1","yes"
"Calcium","CALCIUM","drug","direct","1","yes"
"calcium","CALCIUM","drug","direct","1","yes"
"calcium","CALCIUM","drug","direct","1","yes"
"calcium","CALCIUM","drug","direct","1","yes"
"calcium","CALCIUM","drug","direct","1","yes"
"Calcium","CALCIUM","drug","direct","1","yes"
"calcium","CALCIUM","drug","direct","1","yes"
"Calcium & magnesium","CALCIUM & MAGNESIUM","drug","direct","1","yes"
"Calcium & magnesium","CALCIUM & MAGNESIUM","drug","direct","1","yes"
"Calcium & magnesium","CALCIUM & MAGNESIUM","drug","direct","1","yes"
"Calcium & magnesium","CALCIUM & MAGNESIUM","drug","direct","1","yes"
"Calcium & Vitamin D","CALCIUM & VITAMIN D","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"Calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500 mg","CALCIUM 500 MG","drug","direct","1","yes"
"calcium 500mg","CALCIUM 500MG","drug","direct","1","yes"
"calcium 500mg","CALCIUM 500MG","drug","direct","1","yes"
"calcium 500mg","CALCIUM 500MG","drug","direct","1","yes"
"calcium 500mg","CALCIUM 500MG","drug","direct","1","yes"
"calcium 500mg","CALCIUM 500MG","drug","direct","1","yes"
"calcium 500mg","CALCIUM 500MG","drug","direct","1","yes"
"calcium 500mg","CALCIUM 500MG","drug","direct","1","yes"
"Calcium 650mg","CALCIUM 650MG","drug","direct","1","yes"
"calcium 650mg","CALCIUM 650MG","drug","direct","1","yes"
"calcium 650mg","CALCIUM 650MG","drug","direct","1","yes"
"calcium and magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"calcium and magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"Calcium and Magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"calcium and magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"calcium and magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"calcium and magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"calcium and magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"Calcium and magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"calcium and magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"calcium and magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"calcium and magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"calcium and magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"Calcium and Magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"Calcium and Magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"Calcium and magnesium","CALCIUM AND MAGNESIUM","drug","direct","1","yes"
"calcium and magnesium with zinc","CALCIUM AND MAGNESIUM WITH ZINC","drug","direct","1","yes"
"Calcium and Magnesium with Zinc","CALCIUM AND MAGNESIUM WITH ZINC","drug","direct","1","yes"
"calcium carbonate","CALCIUM CARBONATE","drug","direct","1","yes"
"calcium carbonate","CALCIUM CARBONATE","drug","direct","1","yes"
"calcium carbonate","CALCIUM CARBONATE","drug","direct","1","yes"
"Calcium carbonate","CALCIUM CARBONATE","drug","direct","1","yes"
"calcium carbonate","CALCIUM CARBONATE","drug","direct","1","yes"
"calcium carbonate","CALCIUM CARBONATE","drug","direct","1","yes"
"Calcium Carbonate","CALCIUM CARBONATE","drug","direct","1","yes"
"calcium carbonate","CALCIUM CARBONATE","drug","direct","1","yes"
"calcium carbonate","CALCIUM CARBONATE","drug","direct","1","yes"
"calcium carbonate","CALCIUM CARBONATE","drug","direct","1","yes"
"calcium citrate","CALCIUM CITRATE","drug","direct","1","yes"
"Calcium Citrate","CALCIUM CITRATE","drug","direct","1","yes"
"calcium citrate","CALCIUM CITRATE","drug","direct","1","yes"
"Calcium Citrate","CALCIUM CITRATE","drug","direct","1","yes"
"Calcium Citrate","CALCIUM CITRATE","drug","direct","1","yes"
"Calcium Citrate","CALCIUM CITRATE","drug","direct","1","yes"
"calcium citrate","CALCIUM CITRATE","drug","direct","1","yes"
"Calcium Citrate 300mg","CALCIUM CITRATE 300MG","drug","direct","1","no"
"Calcium citrate with Vitamin D","CALCIUM CITRATE WITH VITAMIN D","drug","direct","1","yes"
"calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"Calcium Plus","CALCIUM PLUS","drug","direct","1","yes"
"calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"Calcium Plus","CALCIUM PLUS","drug","direct","1","yes"
"calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"Calcium Plus","CALCIUM PLUS","drug","direct","1","yes"
"Calcium Plus","CALCIUM PLUS","drug","direct","1","yes"
"Calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"Calcium Plus","CALCIUM PLUS","drug","direct","1","yes"
"calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"Calcium Plus","CALCIUM PLUS","drug","direct","1","yes"
"calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"CALCIUM PLUS","CALCIUM PLUS","drug","direct","1","yes"
"calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"Calcium Plus","CALCIUM PLUS","drug","direct","1","yes"
"calcium plus","CALCIUM PLUS","drug","direct","1","yes"
"calcium with magnesium and vitamin D","CALCIUM WITH MAGNESIUM AND VITAMIN D","drug","direct","1","no"
"candesartan","CANDESARTAN","drug","direct","1","no"
"candesartan","CANDESARTAN","drug","direct","1","no"
"candesartan","CANDESARTAN","drug","direct","1","no"
"candesartan","CANDESARTAN","drug","direct","1","no"
"CANDESARTAN","CANDESARTAN","drug","direct","1","no"
"Candesartan","CANDESARTAN","drug","direct","1","no"
"candesartan cilexetil","CANDESARTAN CILEXETIL","drug","direct","1","no"
"Candesartan Cilexetil","CANDESARTAN CILEXETIL","drug","direct","1","no"
"candesartan cilexetil","CANDESARTAN CILEXETIL","drug","direct","1","no"
"candesartan cilexetil","CANDESARTAN CILEXETIL","drug","direct","1","no"
"Candesartan-HCTZ","CANDESARTAN-HCTZ","drug","direct","1","no"
"candesartan/hctz","CANDESARTAN/HCTZ","drug","direct","1","no"
"celebrex","CELEBREX","drug","direct","1","no"
"celebrex","CELEBREX","drug","direct","1","no"
"Celecoxib","CELECOXIB","drug","direct","1","no"
"Celecoxib","CELECOXIB","drug","direct","1","no"
"cellcept","CELLCEPT","drug","direct","1","no"
"centrum select","CENTRUM SELECT","drug","direct","1","yes"
"centrum select","CENTRUM SELECT","drug","direct","1","yes"
"centrum select","CENTRUM SELECT","drug","direct","1","yes"
"centrum select","CENTRUM SELECT","drug","direct","1","yes"
"centrum select","CENTRUM SELECT","drug","direct","1","yes"
"century complete","CENTURY COMPLETE","drug","direct","1","yes"
"century silver","CENTURY SILVER","drug","direct","1","yes"
"Century Silver","CENTURY SILVER","drug","direct","1","yes"
"century silver","CENTURY SILVER","drug","direct","1","yes"
"Century Silver","CENTURY SILVER","drug","direct","1","yes"
"cetirizine","CETIRIZINE","drug","direct","1","no"
"cetirizine","CETIRIZINE","drug","direct","1","no"
"chromium","CHROMIUM","drug","direct","1","yes"
"ciprodex","CIPRODEX","drug","direct","1","no"
"ciprofloxacin","CIPROFLOXACIN","drug","direct","1","no"
"citalopram","CITALOPRAM","drug","direct","1","no"
"Citalopram","CITALOPRAM","drug","direct","1","no"
"citalopram","CITALOPRAM","drug","direct","1","no"
"Claritin","CLARITIN","drug","direct","1","no"
"claritin","CLARITIN","drug","direct","1","no"
"claritin","CLARITIN","drug","direct","1","no"
"claritin","CLARITIN","drug","direct","1","no"
"claritin","CLARITIN","drug","direct","1","no"
"clonazepam","CLONAZEPAM","drug","direct","1","no"
"clonazepam","CLONAZEPAM","drug","direct","1","no"
"Clonazepam","CLONAZEPAM","drug","direct","1","no"
"clonidine","CLONIDINE","drug","direct","1","no"
"Co-enzyme Q-10","CO-ENZYME Q-10","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"Cod Liver Oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"Cod Liver Oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"Cod Liver Oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"Cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"Cod Liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"Cod Liver Oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"Cod Liver Oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"cod liver oil","COD LIVER OIL","drug","direct","1","yes"
"Cod Liver Oil","COD LIVER OIL","drug","direct","1","yes"
"coenzyme q10","COENZYME Q10","drug","direct","1","yes"
"Coenzyme Q10","COENZYME Q10","drug","direct","1","yes"
"coenzyme Q10","COENZYME Q10","drug","direct","1","yes"
"coenzyme Q10","COENZYME Q10","drug","direct","1","yes"
"coenzyme q10","COENZYME Q10","drug","direct","1","yes"
"coenzyme Q10","COENZYME Q10","drug","direct","1","yes"
"coenzyme q10","COENZYME Q10","drug","direct","1","yes"
"Coenzyme Q10","COENZYME Q10","drug","direct","1","yes"
"Coenzyme Q10","COENZYME Q10","drug","direct","1","yes"
"CoQ-10","COQ-10","drug","direct","1","yes"
"coQ-10","COQ-10","drug","direct","1","yes"
"CoQ10","COQ10","drug","direct","1","yes"
"CoQ10","COQ10","drug","direct","1","yes"
"COQ10","COQ10","drug","direct","1","yes"
"coQ10","COQ10","drug","direct","1","yes"
"coQ10","COQ10","drug","direct","1","yes"
"Coral Calcium","CORAL CALCIUM","drug","direct","1","yes"
"Cosopt","COSOPT","drug","direct","1","no"
"coumadin","COUMADIN","drug","direct","1","no"
"coumadin","COUMADIN","drug","direct","1","no"
"coumadin","COUMADIN","drug","direct","1","no"
"Coumadin","COUMADIN","drug","direct","1","no"
"coumadin","COUMADIN","drug","direct","1","no"
"coumadin","COUMADIN","drug","direct","1","no"
"coumadin","COUMADIN","drug","direct","1","no"
"coumadin","COUMADIN","drug","direct","1","no"
"coumadin","COUMADIN","drug","direct","1","no"
"coumadin","COUMADIN","drug","direct","1","no"
"Coumadin","COUMADIN","drug","direct","1","no"
"Coumadin","COUMADIN","drug","direct","1","no"
"Coumadin","COUMADIN","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"Coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"Coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"Coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"Coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"Coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"Coversyl","COVERSYL","drug","direct","1","no"
"Coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"Coversyl","COVERSYL","drug","direct","1","no"
"Coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"Coversyl","COVERSYL","drug","direct","1","no"
"Coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"Coversyl","COVERSYL","drug","direct","1","no"
"Coversyl","COVERSYL","drug","direct","1","no"
"Coversyl","COVERSYL","drug","direct","1","no"
"coversyl","COVERSYL","drug","direct","1","no"
"coversyl plus","COVERSYL PLUS","drug","direct","1","no"
"coversyl plus","COVERSYL PLUS","drug","direct","1","no"
"coversyl plus","COVERSYL PLUS","drug","direct","1","no"
"coversyl plus","COVERSYL PLUS","drug","direct","1","no"
"coversyl plus","COVERSYL PLUS","drug","direct","1","no"
"Coversyl Plus","COVERSYL PLUS","drug","direct","1","no"
"coversyl plus HD","COVERSYL PLUS HD","drug","direct","1","no"
"coversyl plus hd","COVERSYL PLUS HD","drug","direct","1","no"
"coversyl plus HD","COVERSYL PLUS HD","drug","direct","1","no"
"cozaar","COZAAR","drug","direct","1","no"
"cozaar","COZAAR","drug","direct","1","no"
"Cozaar","COZAAR","drug","direct","1","no"
"Cyclosporine","CYCLOSPORINE","drug","direct","1","no"
"cymbalta","CYMBALTA","drug","direct","1","no"
"D GEL","D GEL","drug","direct","1","no"
"diamicron","DIAMICRON","drug","direct","1","no"
"diamicron mr","DIAMICRON MR","drug","direct","1","no"
"Didrocal","DIDROCAL","drug","direct","1","no"
"digestive enzymes","DIGESTIVE ENZYMES","drug","direct","1","yes"
"Diovan","DIOVAN","drug","direct","1","no"
"Diovan","DIOVAN","drug","direct","1","no"
"Diovan","DIOVAN","drug","direct","1","no"
"Diovan","DIOVAN","drug","direct","1","no"
"diovan","DIOVAN","drug","direct","1","no"
"diovan","DIOVAN","drug","direct","1","no"
"diovan","DIOVAN","drug","direct","1","no"
"diovan","DIOVAN","drug","direct","1","no"
"diovan","DIOVAN","drug","direct","1","no"
"diovan","DIOVAN","drug","direct","1","no"
"diovan","DIOVAN","drug","direct","1","no"
"diovan","DIOVAN","drug","direct","1","no"
"diovan","DIOVAN","drug","direct","1","no"
"Diovan","DIOVAN","drug","direct","1","no"
"Diovan","DIOVAN","drug","direct","1","no"
"ditropan xl","DITROPAN XL","drug","direct","1","no"
"DMSA","DMSA","drug","direct","1","no"
"Dom-Quetiapine","DOM-QUETIAPINE","drug","direct","1","no"
"Domperidone","DOMPERIDONE","drug","direct","1","no"
"dorzolamide","DORZOLAMIDE","drug","direct","1","no"
"Dovobet ointment","DOVOBET OINTMENT","drug","direct","1","no"
"Dovobet ointment","DOVOBET OINTMENT","drug","direct","1","no"
"echinacea","ECHINACEA","drug","direct","1","yes"
"echinacea","ECHINACEA","drug","direct","1","yes"
"echinacea","ECHINACEA","drug","direct","1","yes"
"echinacea purpurea","ECHINACEA PURPUREA","drug","direct","1","yes"
"Echinacée","ECHINACEE","drug","direct","1","yes"
"eltroxin","ELTROXIN","drug","direct","1","no"
"Eltroxin","ELTROXIN","drug","direct","1","no"
"Eltroxin","ELTROXIN","drug","direct","1","no"
"eltroxin","ELTROXIN","drug","direct","1","no"
"Eltroxin","ELTROXIN","drug","direct","1","no"
"eltroxin","ELTROXIN","drug","direct","1","no"
"eltroxin","ELTROXIN","drug","direct","1","no"
"eltroxin","ELTROXIN","drug","direct","1","no"
"Eltroxin","ELTROXIN","drug","direct","1","no"
"eltroxin","ELTROXIN","drug","direct","1","no"
"eltroxin","ELTROXIN","drug","direct","1","no"
"enablex","ENABLEX","drug","direct","1","no"
"entex la","ENTEX LA","drug","direct","1","no"
"entrophen","ENTROPHEN","drug","direct","1","no"
"entrophen","ENTROPHEN","drug","direct","1","no"
"ester c","ESTER C","drug","direct","1","yes"
"Ester-C","ESTER-C","drug","direct","1","yes"
"estrace","ESTRACE","drug","direct","1","no"
"estradiol","ESTRADIOL","drug","direct","1","no"
"estragyn vaginal cream","ESTRAGYN VAGINAL CREAM","drug","direct","1","no"
"Estrogel","ESTROGEL","drug","direct","1","no"
"estrogel","ESTROGEL","drug","direct","1","no"
"estrogel","ESTROGEL","drug","direct","1","no"
"estrogel","ESTROGEL","drug","direct","1","no"
"Estrogel","ESTROGEL","drug","direct","1","no"
"estrogel","ESTROGEL","drug","direct","1","no"
"estrogel","ESTROGEL","drug","direct","1","no"
"evening primrose oil","EVENING PRIMROSE OIL","drug","direct","1","yes"
"Evening Primrose Oil 500mg","EVENING PRIMROSE OIL 500MG","drug","direct","1","yes"
"exelon","EXELON","drug","direct","1","no"
"Extra Strength Tylenol","EXTRA STRENGTH TYLENOL","drug","direct","1","no"
"extra strength tylenol","EXTRA STRENGTH TYLENOL","drug","direct","1","no"
"extra strength tylenol","EXTRA STRENGTH TYLENOL","drug","direct","1","no"
"ezetimibe","EZETIMIBE","drug","direct","1","no"
"Ferrous gluconate","FERROUS GLUCONATE","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","drug","direct","1","yes"
"ferrous gluconate","FERROUS GLUCONATE","drug","direct","1","yes"
"Fibre Laxative","FIBRE LAXATIVE","drug","direct","1","yes"
"finacea","FINACEA","drug","direct","1","no"
"fiorinal","FIORINAL","drug","direct","1","no"
"flax seed oil","FLAX SEED OIL","drug","direct","1","yes"
